day,month,year,hour,ct,wd,ws,hc,ccp,cco,p,temp,dpTemp,vis,pw,relh
15,1,2023,0,,190,5.14444,1066.8,6,6,1009.665616,24,22,,0,88.59
15,1,2023,1,,190,5.14444,2133.6,6,6,1009.662022,24,21,,0,83.32
15,1,2023,2,,190,4.115552,2133.6,6,6,1009.662022,24,22,,0,88.59
15,1,2023,3,,180,3.601108,2133.6,6,6,1009.662022,23,23,,0,100
15,1,2023,4,,200,5.14444,2133.6,6,6,1009.662022,23,22,,0,94.1
15,1,2023,5,,190,4.629996,2133.6,6,6,1009.665616,23,22,,0,94.1
15,1,2023,6,,180,3.85833,2133.6,6,6,1009.665616,23,22,,0,94.1
15,1,2023,7,,190,2.057776,2133.6,6,6,1009.665616,23,22,,0,94.1
15,1,2023,8,,200,4.115552,2133.6,6,6,1009.665616,22,22,,0,100
15,1,2023,9,,195,4.115552,2133.6,6,6,1009.663819,23,22,,0,94.1
15,1,2023,10,,205,3.601108,2133.6,6,6,1009.662022,23,22,,0,94.1
15,1,2023,11,,240,2.057776,2133.6,6,6,1009.662022,23,23,,0,100
15,1,2023,12,,220,2.057776,2133.6,6,6,1009.658428,23,23,,0,100
15,1,2023,13,,190,3.086664,2133.6,6,6,1009.662022,25,24,,0,94.19
15,1,2023,14,,190,3.601108,2133.6,6,6,1009.662022,27,23,,0,78.76
15,1,2023,15,,200,2.057776,2438.4,6,6,1009.662022,27,23,,0,78.76
15,1,2023,16,,120,3.601108,2438.4,6,6,1009.662022,27,24,,0,83.66
15,1,2023,17,,130,4.629996,2133.6,6,6,1009.662022,26,24,,0,88.75
15,1,2023,18,,140,4.629996,701.04,6,6,1009.662022,27,23,,0,78.76
15,1,2023,19,,120,3.601108,975.36,6,6,1009.662022,25,23,,0,88.67
15,1,2023,20,,180,4.115552,1158.24,6,6,1009.665616,25,24,,0,94.19
15,1,2023,21,,165,5.14444,2011.68,6,6,1009.665616,25,23,,0,88.67
15,1,2023,22,,180,3.086664,822.96,6,6,1009.662022,24,22,,0,88.59
15,1,2023,23,,185,4.115552,822.96,8,8,1009.658428,23.5,22.5,,0,94.295
16,1,2023,0,,200,5.14444,792.48,8,8,1009.658428,23,23,,0,100
16,1,2023,1,,190,5.14444,2133.6,8,8,1009.654835,23,23,,0,100
16,1,2023,2,,190,4.115552,2133.6,6,6,1009.654835,23,22,,0,94.1
16,1,2023,3,,180,3.086664,2133.6,6,6,1009.658428,23,22,,0,94.1
16,1,2023,4,,190,3.086664,2133.6,6,6,1009.662022,23,22,,0,94.1
16,1,2023,5,,190,3.086664,2133.6,6,6,1009.662022,23,22,,0,94.1
16,1,2023,6,,180,3.086664,2133.6,6,6,1009.662022,24,22,,0,88.59
16,1,2023,7,,200,4.115552,2133.6,6,6,1009.665616,23,22,,0,94.1
16,1,2023,8,,200,4.629996,2133.6,6,6,1009.662022,23,23,,0,100
16,1,2023,9,,190,3.601108,2438.4,6,6,1009.662022,23,22,,0,94.1
16,1,2023,10,,200,3.086664,457.2,6,6,1009.662022,24,22,,0,88.59
16,1,2023,11,,190,4.115552,1310.64,6,6,1009.658428,26,21,,0,73.95
16,1,2023,12,,190,3.601108,1219.2,6,6,1009.658428,26,22,,0,78.62
16,1,2023,13,,,2.057776,1097.28,6,6,1009.658428,27,22,,0,74.11
16,1,2023,14,,130,4.115552,1219.2,6,6,1009.658428,27,23,,0,78.76
16,1,2023,15,,140,5.14444,1310.64,6,6,1009.658428,28,23,,0,74.28
16,1,2023,16,,130,6.173328,1310.64,3,3,1009.662022,29,23,,0,70.08
16,1,2023,17,,140,6.687772,1188.72,6,6,1009.662022,28,23,,0,74.28
16,1,2023,18,,150,6.173328,1371.6,6,1,1009.662022,27,23,,0,78.76
16,1,2023,19,,140,6.173328,1371.6,6,3,1009.662022,27,23,,0,78.76
16,1,2023,20,,130,5.658884,1066.8,6,6,1009.662022,26,23,,0,83.55
16,1,2023,21,,140,5.658884,1524,6,6,1009.662022,26,23,,0,83.55
16,1,2023,22,,140,5.658884,548.64,8,8,1009.658428,25,23,,0,88.67
16,1,2023,23,,130,5.658884,640.08,8,8,1009.658428,25,23,,0,88.67
17,1,2023,0,,130,5.14444,883.92,6,6,1009.658428,25,23,,0,88.67
17,1,2023,1,,130,4.115552,914.4,6,6,1009.654835,25,23,,0,88.67
17,1,2023,2,,210,2.057776,3048,6,6,1009.654835,24,24,,0,100
17,1,2023,3,,190,2.57222,3048,6,6,1009.654835,24,24,,0,100
17,1,2023,4,,200,3.086664,3048,6,6,1009.658428,24,23,,0,94.14
17,1,2023,5,,210,2.57222,3048,6,6,1009.658428,24,23,,0,94.14
17,1,2023,6,,190,2.57222,2438.4,6,6,1009.662022,24,23,,0,94.14
17,1,2023,7,,230,2.57222,2438.4,6,3,1009.662022,24,23,,0,94.14
17,1,2023,8,,230,1.028888,3048,3,3,1009.662022,23,23,,0,100
17,1,2023,9,,220,1.028888,1066.8,3,3,1009.658428,23,23,,0,100
17,1,2023,10,,190,1.028888,1066.8,3,3,1009.654835,25,23,,0,88.67
17,1,2023,11,,140,1.543332,1219.2,3,3,1009.654835,26,23,,0,83.55
17,1,2023,12,,210,2.57222,1005.84,3,3,1009.651241,26,23,,0,83.55
17,1,2023,13,,210,2.057776,1524,6,6,1009.651241,27,23,,0,78.76
17,1,2023,14,,140,3.601108,1524,6,6,1009.651241,27,23,,0,78.76
17,1,2023,15,,140,4.115552,1371.6,6,6,1009.651241,27,23,,0,78.76
17,1,2023,16,,140,5.14444,1524,6,6,1009.651241,27,23,,0,78.76
17,1,2023,17,,150,6.173328,1524,6,6,1009.654835,27,24,,0,83.66
17,1,2023,18,,130,6.173328,1524,6,6,1009.654835,26,24,,0,88.75
17,1,2023,19,,160,4.115552,1524,6,6,1009.658428,26,23,,0,83.55
17,1,2023,20,,190,4.115552,1524,6,6,1009.658428,26,24,,0,88.75
17,1,2023,21,,160,4.115552,1524,6,6,1009.658428,26,23,,0,83.55
17,1,2023,22,,160,3.086664,1524,6,6,1009.654835,25,24,,0,94.19
17,1,2023,23,,180,2.57222,1524,6,6,1009.651241,24,24,,0,100
18,1,2023,0,,200,3.601108,1524,6,6,1009.647648,24,24,,0,100
18,1,2023,1,,200,3.601108,1310.64,6,6,1009.647648,24,24,,0,100
18,1,2023,2,,,1.543332,1219.2,6,6,1009.647648,24,24,,0,100
18,1,2023,3,,220,1.543332,1066.8,1,1,1009.647648,24,23,,0,94.14
18,1,2023,4,,,1.028888,1371.6,6,6,1009.647648,24,24,,0,100
18,1,2023,5,,270,1.028888,1066.8,6,6,1009.651241,24,24,,0,100
18,1,2023,6,,110,3.601108,1066.8,3,3,1009.654835,24,24,,0,100
18,1,2023,7,,160,2.057776,1066.8,1,1,1009.654835,24,24,,0,100
18,1,2023,8,,150,3.601108,548.64,3,3,1009.654835,24,24,,0,100
18,1,2023,9,,,1.028888,853.44,6,6,1009.651241,24,24,,0,100
18,1,2023,10,,,1.028888,1524,6,6,1009.651241,24,24,,0,100
18,1,2023,11,,30,1.028888,1524,6,6,1009.647648,25,24,,0,94.19
18,1,2023,12,,230,2.057776,1524,6,6,1009.647648,26,23,,0,83.55
18,1,2023,13,,210,3.601108,1524,6,6,1009.647648,26,23,,0,83.55
18,1,2023,14,,210,3.086664,1524,6,6,1009.644054,27,23,,0,78.76
18,1,2023,15,,90,2.57222,1524,6,6,1009.647648,27,23,,0,78.76
18,1,2023,16,,70,2.57222,1524,6,6,1009.647648,28,23,,0,74.28
18,1,2023,17,,115,4.629996,1524,6,6,1009.651241,28,23.5,,0,76.59
18,1,2023,18,,120,4.629996,3048,6,6,1009.651241,27,24,,0,83.66
18,1,2023,19,,130,4.629996,3048,6,6,1009.651241,27,24,,0,83.66
18,1,2023,20,,120,5.14444,3048,6,6,1009.654835,26,25,,0,94.23
18,1,2023,21,,130,4.115552,3048,6,6,1009.651241,26,25,,0,94.23
18,1,2023,22,,160,2.57222,3048,8,6,1009.651241,26,25,,0,94.23
18,1,2023,23,,120,2.57222,3048,8,6,1009.647648,25,25,,0,100
19,1,2023,0,,140,2.057776,2438.4,6,3,1009.647648,25,25,,0,100
19,1,2023,1,,120,2.57222,2438.4,6,3,1009.644054,25,24,,0,94.19
19,1,2023,2,,160,2.057776,2438.4,6,3,1009.644054,24,24,,0,100
19,1,2023,3,,210,2.057776,2438.4,6,6,1009.647648,24,24,,0,100
19,1,2023,4,,130,2.057776,2438.4,6,6,1009.647648,24,24,,0,100
19,1,2023,5,,230,0.514444,2438.4,6,6,1009.651241,24,24,,0,100
19,1,2023,6,,100,0.514444,2438.4,6,6,1009.651241,23,23,,0,100
19,1,2023,7,,260,2.057776,2438.4,6,6,1009.654835,24,24,,0,100
19,1,2023,8,,85,1.028888,2438.4,6,6,1009.654835,24,24,,0,100
19,1,2023,9,,195,1.543332,2438.4,6,6,1009.651241,24,24,,0,100
19,1,2023,10,,210,1.028888,2438.4,6,6,1009.651241,24,24,,0,100
19,1,2023,11,,230,1.543332,2438.4,6,6,1009.647648,25,24,,0,94.19
19,1,2023,12,,220,1.543332,1524,6,3,1009.647648,26,24,,0,88.75
19,1,2023,13,,130,1.543332,1524,3,3,1009.647648,27,23,,0,78.76
19,1,2023,14,,110,2.057776,1524,3,3,1009.647648,27,24,,0,83.66
19,1,2023,15,,120,4.629996,2133.6,6,6,1009.647648,28,23,,0,74.28
19,1,2023,16,,90,5.658884,2438.4,6,6,1009.651241,28,23,,0,74.28
19,1,2023,17,,90,5.14444,2133.6,6,3,1009.651241,28,23,,0,74.28
19,1,2023,18,,90,5.14444,2133.6,6,6,1009.654835,28,23,,0,74.28
19,1,2023,19,,90,5.14444,609.6,6,6,1009.654835,27,24,,0,83.66
19,1,2023,20,,100,4.629996,609.6,6,6,1009.654835,26,25,,0,94.23
19,1,2023,21,,100,5.14444,3048,6,6,1009.658428,26,23,,0,83.55
19,1,2023,22,,120,5.14444,2133.6,6,6,1009.654835,25,24,,0,94.19
19,1,2023,23,,120,3.601108,2438.4,6,3,1009.654835,25,24,,0,94.19
20,1,2023,0,,50,2.057776,2438.4,6,3,1009.654835,25,24,,0,94.19
20,1,2023,1,,160,1.028888,1219.2,6,1,1009.654835,25,23,,0,88.67
20,1,2023,2,,90,0.514444,1219.2,6,6,1009.654835,25,23,,0,88.67
20,1,2023,3,,0,0,1524,6,6,1009.654835,24,24,,0,100
20,1,2023,4,,170,1.543332,1219.2,6,6,1009.658428,24,24,,0,100
20,1,2023,5,,110,1.543332,1524,6,6,1009.662022,24,24,,0,100
20,1,2023,6,,230,2.057776,1219.2,6,6,1009.662022,24,24,,0,100
20,1,2023,7,,190,1.543332,1524,6,6,1009.665616,23,23,,0,100
20,1,2023,8,,310,3.086664,1524,6,6,1009.665616,23,23,,0,100
20,1,2023,9,,345,2.314998,1447.8,3.5,3.5,1009.660225,23,22.5,,0,97.05
20,1,2023,10,,300,1.028888,762,6,6,1009.658428,23,22,,0,94.1
20,1,2023,11,,270,2.57222,762,6,6,1009.662022,24,23,,0,94.14
20,1,2023,12,,300,4.115552,762,3,3,1009.662022,25,23,,0,88.67
20,1,2023,13,,320,3.601108,457.2,3,3,1009.662022,27,23,,0,78.76
20,1,2023,14,,,2.057776,609.6,1,1,1009.665616,28,23,,0,74.28
20,1,2023,15,,20,2.57222,609.6,3,3,1009.665616,29,20,,0,58.32
20,1,2023,16,,80,6.687772,762,3,3,1009.665616,28,23,,0,74.28
20,1,2023,17,,90,5.658884,762,1,1,1009.669209,29,23,,0,70.08
20,1,2023,18,,90,7.202216,914.4,1,1,1009.671605,29,22,,0,65.95
20,1,2023,19,,90,6.173328,914.4,1,1,1009.671605,27,22,,0,74.11
20,1,2023,20,,80,5.658884,822.96,1,1,1009.675199,27,22,,0,74.11
20,1,2023,21,,90,4.629996,640.08,1,1,1009.671605,27,23,,0,78.76
20,1,2023,22,,80,3.601108,731.52,1,1,1009.671605,26,23,,0,83.55
20,1,2023,23,,70,3.601108,914.4,1,1,1009.671605,26,23,,0,83.55
21,1,2023,0,,20,1.028888,914.4,1,1,1009.671605,26,23,,0,83.55
21,1,2023,1,,40,1.543332,304.8,1,1,1009.669209,25,22,,0,83.44
21,1,2023,2,,,1.028888,457.2,1,1,1009.669209,25,22,,0,83.44
21,1,2023,3,,10,1.543332,457.2,1,1,1009.671605,25,23,,0,88.67
21,1,2023,4,,330,1.543332,457.2,6,6,1009.671605,25,23,,0,88.67
21,1,2023,5,,290,4.115552,762,6,6,1009.675199,25,23,,0,88.67
21,1,2023,6,,300,3.086664,762,3,3,1009.678792,24,23,,0,94.14
21,1,2023,7,,310,1.543332,609.6,3,3,1009.644054,24,23,,0,94.14
21,1,2023,8,,300,2.57222,609.6,1,1,1009.678792,23,22,,0,94.1
21,1,2023,9,,310,3.601108,,,,1009.678792,23,22,,0,94.1
21,1,2023,10,,320,2.57222,,,,1009.678792,25,22,,0,83.44
21,1,2023,11,,290,3.086664,,,,1009.678792,25,22,,0,83.44
21,1,2023,12,,340,2.57222,,,,1009.678792,27,21,,0,69.71
21,1,2023,13,,350,2.57222,,,,1009.678792,28,20,,0,61.81
21,1,2023,14,,360,3.086664,335.28,1,1,1009.678792,30,21,,0,58.55
21,1,2023,15,,10,4.115552,457.2,1,1,1009.682386,31,21,,0,55.29
21,1,2023,16,,340,5.14444,914.4,1,1,1009.682386,31,22,,0,58.78
21,1,2023,17,,350,5.14444,1219.2,1,1,1009.68598,31,22,,0,58.78
21,1,2023,18,,60,6.687772,1066.8,1,1,1009.689573,31,23,,0,62.47
21,1,2023,19,,70,6.687772,1066.8,1,1,1009.689573,29,23,,0,70.08
21,1,2023,20,,60,5.14444,2438.4,3,1,1009.689573,28,23,,0,74.28
21,1,2023,21,,80,3.601108,2438.4,6,3,1009.689573,27,23,,0,78.76
21,1,2023,22,,10,3.601108,2438.4,6,3,1009.689573,27,23,,0,78.76
21,1,2023,23,,20,4.629996,3048,6,6,1009.68598,27,23,,0,78.76
22,1,2023,0,,10,4.629996,3048,6,6,1009.68598,26,23,,0,83.55
22,1,2023,1,,10,0.514444,792.48,8,8,1009.682386,26,23,,0,83.55
22,1,2023,2,,360,4.629996,792.48,8,8,1009.682386,26,24,,0,88.75
22,1,2023,3,,340,4.629996,792.48,8,8,1009.678792,26,24,,0,88.75
22,1,2023,4,,350,4.115552,792.48,3,3,1009.68598,26,24,,0,88.75
22,1,2023,5,,340,2.57222,1066.8,8,3,1009.689573,26,24,,0,88.75
22,1,2023,6,,360,3.601108,1005.84,6,6,1009.693167,26,24,,0,88.75
22,1,2023,7,,300,3.086664,1005.84,6,6,1009.693167,25,24,,0,94.19
22,1,2023,8,,320,3.601108,457.2,1,1,1009.693167,25,24,,0,94.19
22,1,2023,9,,320,4.629996,487.68,1,1,1009.689573,25,25,,0,100
22,1,2023,10,,340,5.658884,,,,1009.689573,26,24,,0,88.75
22,1,2023,11,,340,6.173328,3048,6,6,1009.693167,27,23,,0,78.76
22,1,2023,12,,330,6.173328,3048,6,6,1009.693167,27,24,,0,83.66
22,1,2023,13,,350,7.202216,3048,6,6,1009.693167,28,23,,0,74.28
22,1,2023,14,,340,3.601108,3048,6,6,1009.689573,28,23,,0,74.28
22,1,2023,15,,350,3.086664,3048,6,6,1009.689573,28,23,,0,74.28
22,1,2023,16,,10,2.57222,2743.2,6,6,1009.689573,28,23,,0,74.28
22,1,2023,17,,260,1.543332,2743.2,6,6,1009.689573,29,23,,0,70.08
22,1,2023,18,,240,1.543332,2743.2,6,6,1009.693167,29,23,,0,70.08
22,1,2023,19,,120,3.601108,2743.2,6,6,1009.693167,29,24,,0,74.44
22,1,2023,20,,180,3.601108,2743.2,6,6,1009.693167,30,22,,0,62.25
22,1,2023,21,,170,4.115552,2743.2,6,6,1009.689573,29,22,,0,65.95
22,1,2023,22,,170,4.629996,2743.2,6,6,1009.689573,28,21,,0,65.74
22,1,2023,23,,160,3.601108,2743.2,6,6,1009.68598,28,21,,0,65.74
23,1,2023,0,,140,3.086664,2743.2,6,6,1009.682386,28,21,,0,65.74
23,1,2023,1,,130,2.57222,2743.2,6,6,1009.682386,27,22,,0,74.11
23,1,2023,2,,230,2.57222,2743.2,6,6,1009.682386,26,24,,0,88.75
23,1,2023,3,,250,2.57222,2743.2,6,6,1009.682386,26,23,,0,83.55
23,1,2023,4,,260,2.057776,2743.2,6,6,1009.682386,25,23,,0,88.67
23,1,2023,5,,260,2.057776,2743.2,6,6,1009.68598,25,23,,0,88.67
23,1,2023,6,,280,3.601108,2743.2,6,6,1009.68598,25,23,,0,88.67
23,1,2023,7,,230,1.028888,2743.2,6,6,1009.682386,24,23,,0,94.14
23,1,2023,8,,300,1.543332,2743.2,6,6,1009.682386,24,23,,0,94.14
23,1,2023,9,,210,1.028888,2743.2,6,6,1009.678792,24,22,,0,88.59
23,1,2023,10,,70,1.028888,,,,1009.678792,25,23,,0,88.67
23,1,2023,11,,280,1.543332,,,,1009.675199,26,23,,0,83.55
23,1,2023,12,,310,1.543332,,,,1009.675199,26,24,,0,88.75
23,1,2023,13,,340,1.028888,,,,1009.675199,27,23,,0,78.76
23,1,2023,14,,180,1.543332,,,,1009.675199,29,23,,0,70.08
23,1,2023,15,,110,4.629996,,,,1009.675199,29,23,,0,70.08
23,1,2023,16,,110,5.14444,,,,1009.678792,29,23,,0,70.08
23,1,2023,17,,120,6.173328,3048,3,3,1009.678792,29,24,,0,74.44
23,1,2023,18,,130,4.629996,731.52,1,1,1009.678792,27,24,,0,83.66
23,1,2023,19,,140,4.115552,,,,1009.678792,27,26,,0,94.27
23,1,2023,20,,130,4.629996,640.08,1,1,1009.678792,27,25,,0,88.83
23,1,2023,21,,130,4.629996,792.48,3,3,1009.678792,26,25,,0,94.23
23,1,2023,22,,200,2.57222,335.28,3,3,1009.675199,25,24,,0,94.19
23,1,2023,23,,270,2.057776,,,,1009.678792,24,21,,0,83.32
24,1,2023,0,,50,2.057776,,,,1009.675199,24,20,,0,78.34
24,1,2023,1,,210,3.086664,,,,1009.671605,24,21,,0,83.32
24,1,2023,2,,180,1.028888,,,,1009.671605,24,20,,0,78.34
24,1,2023,3,,260,3.086664,,,,1009.671605,23,19,,0,78.19
24,1,2023,4,,250,2.057776,,,,1009.675199,23,19,,0,78.19
24,1,2023,5,,310,2.057776,,,,1009.678792,22,20,,0,88.43
24,1,2023,6,,280,2.057776,,,,1009.678792,22,20,,0,88.43
24,1,2023,7,,290,2.57222,,,,1009.678792,21,19,,0,88.34
24,1,2023,8,,290,1.543332,,,,1009.678792,21,19,,0,88.34
24,1,2023,9,,220,1.543332,,,,1009.675199,20,19,,0,93.97
24,1,2023,10,,240,2.057776,,,,1009.675199,23,20,,0,83.21
24,1,2023,11,,280,2.57222,,,,1009.671605,24,18,,0,69.14
24,1,2023,12,,330,2.57222,,,,1009.671605,26,20,,0,69.52
24,1,2023,13,,340,3.086664,,,,1009.675199,28,20,,0,61.81
24,1,2023,14,,340,3.601108,,,,1009.675199,29,19,,0,54.8
24,1,2023,15,,340,2.57222,,,,1009.678792,31,19,,0,48.84
24,1,2023,16,,330,3.086664,1066.8,1,1,1009.678792,32,20,,0,49.1
24,1,2023,17,,340,3.086664,1066.8,1,1,1009.682386,32,19,,0,46.14
24,1,2023,18,,90,5.658884,1066.8,1,1,1009.682386,32,22,,0,55.53
24,1,2023,19,,90,5.14444,1219.2,1,1,1009.682386,31,23,,0,62.47
24,1,2023,20,,130,5.658884,1219.2,1,1,1009.682386,29,23,,0,70.08
24,1,2023,21,,110,5.14444,2743.2,3,1,1009.678792,28,23,,0,74.28
24,1,2023,22,,120,4.115552,3048,3,3,1009.678792,27,24,,0,83.66
24,1,2023,23,,130,3.086664,2743.2,3,3,1009.675199,26,24,,0,88.75
25,1,2023,0,,150,3.086664,,,,1009.671605,26,25,,0,94.23
25,1,2023,1,,130,2.57222,2743.2,6,6,1009.669209,26,25,,0,94.23
25,1,2023,2,,110,2.057776,762,1,1,1009.669209,26,25,,0,94.23
25,1,2023,3,,50,2.057776,914.4,6,6,1009.669209,26,25,,0,94.23
25,1,2023,4,,50,1.543332,914.4,1,1,1009.669209,26,25,,0,94.23
25,1,2023,5,,360,1.543332,762,1,1,1009.671605,26,25,,0,94.23
25,1,2023,6,,360,2.057776,426.72,3,3,1009.671605,26,25,,0,94.23
25,1,2023,7,,300,3.601108,457.2,1,1,1009.671605,25,25,,0,100
25,1,2023,8,,300,3.086664,457.2,1,1,1009.671605,25,24,,0,94.19
25,1,2023,9,,310,3.086664,,,,1009.671605,25,25,,0,100
25,1,2023,10,,320,3.601108,,,,1009.669209,26,23,,0,83.55
25,1,2023,11,,320,5.14444,,,,1009.669209,27,22,,0,74.11
25,1,2023,12,,330,5.14444,,,,1009.669209,28,22,,0,69.9
25,1,2023,13,,340,5.658884,,,,1009.669209,30,22,,0,62.25
25,1,2023,14,,350,6.173328,,,,1009.671605,31,22,,0,58.78
25,1,2023,15,,360,5.658884,609.6,1,1,1009.671605,32,22,,0,55.53
25,1,2023,16,,10,5.658884,762,1,1,1009.675199,33,21,,0,49.36
25,1,2023,17,,350,4.115552,1219.2,1,1,1009.678792,34,21,,0,46.67
25,1,2023,18,,,3.086664,,,,1009.678792,35,21,,0,44.14
25,1,2023,19,,90,4.115552,,,,1009.678792,33,24,,0,59.24
25,1,2023,20,,90,4.629996,,,,1009.678792,32,24,,0,62.68
25,1,2023,21,,,2.057776,1219.2,1,1,1009.675199,29,24,,0,74.44
25,1,2023,22,,,1.543332,609.6,1,1,1009.671605,27,25,,0,88.83
25,1,2023,23,,350,2.57222,609.6,3,3,1009.671605,27,24,,0,83.66
26,1,2023,0,,30,2.057776,3048,3,3,1009.665616,27,24,,0,83.66
26,1,2023,1,,80,1.543332,457.2,1,1,1009.665616,26,24,,0,88.75
26,1,2023,2,,40,1.543332,457.2,3,3,1009.662022,27,24,,0,83.66
26,1,2023,3,,20,3.086664,457.2,3,3,1009.665616,26,24,,0,88.75
26,1,2023,4,,10,2.57222,457.2,3,3,1009.665616,26,24,,0,88.75
26,1,2023,5,,30,3.086664,457.2,3,3,1009.665616,26,24,,0,88.75
26,1,2023,6,,340,3.086664,457.2,6,6,1009.669209,26,24,,0,88.75
26,1,2023,7,,10,4.115552,457.2,3,3,1009.669209,26,24,,0,88.75
26,1,2023,8,,360,4.629996,548.64,6,6,1009.669209,26,23,,0,83.55
26,1,2023,9,,300,4.115552,548.64,1,1,1009.665616,25,24,,0,94.19
26,1,2023,10,,320,4.629996,548.64,1,1,1009.665616,26,24,,0,88.75
26,1,2023,11,,350,4.629996,822.96,1,1,1009.662022,27,23,,0,78.76
26,1,2023,12,,340,4.629996,914.4,3,3,1009.662022,28,23,,0,74.28
26,1,2023,13,,350,5.658884,914.4,3,3,1009.662022,29,22,,0,65.95
26,1,2023,14,,350,5.658884,1219.2,3,3,1009.662022,30,21,,0,58.55
26,1,2023,15,,350,5.14444,1371.6,3,3,1009.665616,31,21,,0,55.29
26,1,2023,16,,360,5.14444,1371.6,1,1,1009.665616,31,22,,0,58.78
26,1,2023,17,,20,5.658884,1371.6,1,1,1009.665616,31,21,,0,55.29
26,1,2023,18,,20,7.202216,1219.2,1,1,1009.669209,32,17,,0,40.69
26,1,2023,19,,10,7.202216,1219.2,1,1,1009.669209,31,19,,0,48.84
26,1,2023,20,,10,6.687772,1219.2,1,1,1009.671605,31,19,,0,48.84
26,1,2023,21,,360,6.173328,1066.8,1,1,1009.669209,29,19,,0,54.8
26,1,2023,22,,10,5.658884,1066.8,1,1,1009.669209,27,21,,0,69.71
26,1,2023,23,,10,5.14444,914.4,1,1,1009.665616,27,22,,0,74.11
27,1,2023,0,,20,4.629996,1066.8,1,1,1009.662022,26,22,,0,78.62
27,1,2023,1,,10,3.601108,914.4,1,1,1009.658428,26,22,,0,78.62
27,1,2023,2,,10,3.086664,762,1,1,1009.658428,26,22,,0,78.62
27,1,2023,3,,30,3.086664,762,3,3,1009.658428,25,22,,0,83.44
27,1,2023,4,,30,3.086664,670.56,3,3,1009.665616,25,22,,0,83.44
27,1,2023,5,,320,3.601108,701.04,3,3,1009.662022,25,23,,0,88.67
27,1,2023,6,,310,4.115552,762,3,3,1009.665616,25,22,,0,83.44
27,1,2023,7,,300,4.629996,762,1,1,1009.665616,24,22,,0,88.59
27,1,2023,8,,300,4.115552,762,1,1,1009.662022,24,22,,0,88.59
27,1,2023,9,,290,4.115552,914.4,1,1,1009.662022,24,21,,0,83.32
27,1,2023,10,,300,3.601108,914.4,1,1,1009.658428,25,21,,0,78.48
27,1,2023,11,,320,4.629996,914.4,1,1,1009.658428,27,21,,0,69.71
27,1,2023,12,,340,6.173328,914.4,3,3,1009.658428,28,21,,0,65.74
27,1,2023,13,,340,7.202216,1066.8,3,3,1009.658428,28,21,,0,65.74
27,1,2023,14,,350,6.173328,1066.8,3,3,1009.662022,29,20,,0,58.32
27,1,2023,15,,350,7.202216,1066.8,3,3,1009.662022,30,20,,0,55.04
27,1,2023,16,,360,7.71666,1066.8,1,1,1009.662022,30,21,,0,58.55
27,1,2023,17,,10,6.687772,1066.8,1,1,1009.665616,31,20,,0,51.98
27,1,2023,18,,10,6.687772,1066.8,1,1,1009.665616,31,18,,0,45.88
27,1,2023,19,,10,6.687772,1066.8,1,1,1009.669209,30,19,,0,51.72
27,1,2023,20,,100,6.687772,1066.8,1,1,1009.669209,29,18,,0,51.47
27,1,2023,21,,360,4.629996,1066.8,1,1,1009.669209,29,19,,0,54.8
27,1,2023,22,,10,5.14444,1066.8,1,1,1009.665616,27,19,,0,61.58
27,1,2023,23,,20,4.115552,,,,1009.665616,26,20,,0,69.52
28,1,2023,0,,10,3.086664,,,,1009.662022,26,21,,0,73.95
28,1,2023,1,,10,3.601108,914.4,6,6,1009.662022,25,21,,0,78.48
28,1,2023,2,,10,3.601108,1005.84,6,6,1009.662022,26,21,,0,73.95
28,1,2023,3,,10,4.115552,1005.84,6,6,1009.662022,26,20,,0,69.52
28,1,2023,4,,10,4.629996,792.48,6,6,1009.662022,26,20,,0,69.52
28,1,2023,5,,330,4.115552,1219.2,6,6,1009.665616,26,21,,0,73.95
28,1,2023,6,,320,4.629996,1310.64,6,6,1009.665616,25,21,,0,78.48
28,1,2023,7,,340,3.086664,1402.08,3,3,1009.665616,24,21,,0,83.32
28,1,2023,8,,330,3.601108,,,,1009.665616,24,21,,0,83.32
28,1,2023,9,,330,3.601108,,,,1009.662022,24,21,,0,83.32
28,1,2023,10,,330,3.601108,,,,1009.662022,25,22,,0,83.44
28,1,2023,11,,320,5.14444,,,,1009.658428,27,21,,0,69.71
28,1,2023,12,,350,6.687772,,,,1009.662022,28,22,,0,69.9
28,1,2023,13,,350,7.71666,,,,1009.662022,29,22,,0,65.95
28,1,2023,14,,350,7.71666,,,,1009.662022,30,22,,0,62.25
28,1,2023,15,,360,7.202216,762,1,1,1009.665616,31,22,,0,58.78
28,1,2023,16,,360,6.173328,,,,1009.669209,32,22,,0,55.53
28,1,2023,17,,20,6.687772,,,,1009.669209,32,22,,0,55.53
28,1,2023,18,,10,7.71666,914.4,1,1,1009.671605,32,21,,0,52.23
28,1,2023,19,,10,7.71666,914.4,1,1,1009.671605,31,22,,0,58.78
28,1,2023,20,,10,5.658884,914.4,1,1,1009.671605,31,22,,0,58.78
28,1,2023,21,,360,5.14444,914.4,1,1,1009.671605,28,22,,0,69.9
28,1,2023,22,,360,5.658884,3048,3,3,1009.669209,27,23,,0,78.76
28,1,2023,23,,10,5.14444,3048,6,6,1009.665616,27,24,,0,83.66
29,1,2023,0,,10,5.658884,792.48,8,8,1009.662022,27,24,,0,83.66
29,1,2023,1,,10,4.629996,1005.84,8,8,1009.658428,27,24,,0,83.66
29,1,2023,2,,10,4.115552,1219.2,8,8,1009.658428,27,24,,0,83.66
