day,month,year,hour,ct,wd,ws,hc,ccp,cco,p,temp,dpTemp,vis,pw,relh
13,4,2023,13,,360,2.57222,,,,1009.671605,28,20,,0,61.81
13,4,2023,14,,150,6.687772,,,,1009.671605,27,21,,0,69.71
13,4,2023,15,,150,8.745548,609.6,3,3,1009.671605,27,22,,0,74.11
13,4,2023,16,,150,7.71666,609.6,3,3,1009.675199,27,22,,0,74.11
13,4,2023,17,,150,8.231104,762,3,3,1009.675199,27,22,,0,74.11
13,4,2023,18,,140,8.231104,762,3,3,1009.675199,26,21,,0,73.95
13,4,2023,19,,140,6.173328,762,3,3,1009.675199,25,20,,0,73.78
13,4,2023,20,,150,6.687772,1371.6,6,6,1009.671605,24,20,,0,78.34
13,4,2023,21,,150,5.658884,1524,6,6,1009.671605,24,20,,0,78.34
13,4,2023,22,,170,5.658884,1066.8,6,6,1009.671605,24,20,,0,78.34
13,4,2023,23,,180,5.14444,1219.2,6,6,1009.669209,23,21,,0,88.51
14,4,2023,0,,180,5.14444,1219.2,6,6,1009.669209,23,21,,0,88.51
14,4,2023,1,,170,4.115552,1219.2,6,6,1009.665616,23,20,,0,83.21
14,4,2023,2,,160,3.601108,1219.2,6,6,1009.665616,24,20,,0,78.34
14,4,2023,3,,160,2.57222,1219.2,6,6,1009.665616,23,20,,0,83.21
14,4,2023,4,,160,2.057776,1219.2,6,6,1009.665616,23,20,,0,83.21
14,4,2023,5,,180,2.57222,1219.2,6,6,1009.665616,23,20,,0,83.21
14,4,2023,6,,200,2.057776,1219.2,6,6,1009.665616,23,20,,0,83.21
14,4,2023,7,,180,2.057776,1219.2,6,6,1009.669209,23,19,,0,78.19
14,4,2023,8,,170,2.57222,1219.2,6,6,1009.665616,23,19,,0,78.19
14,4,2023,9,,190,5.14444,1219.2,6,6,1009.665616,22,20,,0,88.43
14,4,2023,10,,200,2.057776,1219.2,6,6,1009.662022,21,21,,0,100
14,4,2023,11,,160,1.028888,3048,8,6,1009.658428,22,21,,0,94.06
14,4,2023,12,,190,4.887218,1981.2,7,6,1009.656632,21.5,21,,0,97.03
14,4,2023,13,,200,7.459438,1828.8,8,6,1009.654835,20,20,,0,100
14,4,2023,14,,190,6.687772,762,8,8,1009.654835,20,20,,0,100
14,4,2023,15,,200,5.14444,762,8,8,1009.658428,20,20,,0,100
14,4,2023,16,,,5.14444,762,8,8,1009.658428,20,20,,0,100
14,4,2023,17,,200,5.658884,914.4,8,8,1009.658428,20,20,,0,100
14,4,2023,18,,190,6.173328,609.6,8,6,1009.658428,20,20,,0,100
14,4,2023,19,,190,5.14444,762,8,6,1009.658428,20,20,,0,100
14,4,2023,20,,180,5.14444,609.6,8,6,1009.658428,20,20,,0,100
14,4,2023,21,,150,4.115552,762,8,6,1009.654835,20,20,,0,100
14,4,2023,22,,220,2.57222,274.32,8,8,1009.651241,20,20,,0,100
14,4,2023,23,,190,5.14444,853.44,8,6,1009.651241,20,20,,0,100
15,4,2023,0,,170,4.629996,487.68,8,6,1009.647648,19,19,,0,100
15,4,2023,1,,190,3.601108,487.68,8,8,1009.647648,19,19,,0,100
15,4,2023,2,,200,5.14444,548.64,8,8,1009.647648,19,19,,0,100
15,4,2023,3,,180,4.115552,762,6,6,1009.647648,19,19,,0,100
15,4,2023,4,,200,4.115552,853.44,6,6,1009.647648,19,19,,0,100
15,4,2023,5,,200,4.629996,853.44,6,6,1009.647648,19,19,,0,100
15,4,2023,6,,200,4.629996,1219.2,6,6,1009.651241,19,19,,0,100
15,4,2023,7,,200,3.601108,1524,8,6,1009.651241,20,19,,0,93.97
15,4,2023,8,,180,3.086664,1524,8,6,1009.651241,20,18,,0,88.26
15,4,2023,9,,200,3.086664,1524,6,6,1009.647648,20,19,,0,93.97
15,4,2023,10,,180,3.086664,1524,6,6,1009.647648,20,19,,0,93.97
15,4,2023,11,,190,4.115552,1219.2,8,8,1009.644054,21,19,,0,88.34
15,4,2023,12,,200,5.14444,1219.2,8,6,1009.644054,20,20,,0,100
15,4,2023,13,,230,2.57222,1524,8,8,1009.640461,21,20,,0,94.01
15,4,2023,14,,210,3.086664,1249.68,8,8,1009.640461,22,20,,0,88.43
15,4,2023,15,,220,3.086664,1280.16,8,8,1009.644054,23,20,,0,83.21
15,4,2023,16,,220,2.057776,1463.04,6,6,1009.647648,24,19,,0,73.61
15,4,2023,17,,250,2.57222,1371.6,6,6,1009.647648,23,19,,0,78.19
15,4,2023,18,,120,3.601108,1524,6,6,1009.647648,24,17,,0,64.91
15,4,2023,19,,120,2.57222,2133.6,6,3,1009.647648,24,18,,0,69.14
15,4,2023,20,,130,4.115552,1524,8,8,1009.647648,23,20,,0,83.21
15,4,2023,21,,130,3.086664,1524,8,8,1009.644054,21,20,,0,94.01
15,4,2023,22,,,1.028888,1524,8,8,1009.644054,21,20,,0,94.01
15,4,2023,23,,280,1.028888,1524,8,8,1009.644054,21,21,,0,100
16,4,2023,0,,230,2.057776,1219.2,8,8,1009.640461,21,21,,0,100
16,4,2023,1,,240,1.543332,1188.72,8,8,1009.640461,21,21,,0,100
16,4,2023,2,,320,1.028888,1493.52,8,8,1009.644054,21,21,,0,100
16,4,2023,3,,250,1.543332,1463.04,6,6,1009.644054,21,21,,0,100
16,4,2023,4,,260,1.543332,1463.04,6,6,1009.644054,21,21,,0,100
16,4,2023,5,,290,1.543332,1463.04,6,6,1009.647648,21,21,,0,100
16,4,2023,6,,290,2.057776,1463.04,6,6,1009.647648,21,20,,0,94.01
16,4,2023,7,,300,2.57222,1463.04,6,6,1009.651241,20,20,,0,100
16,4,2023,8,,,1.028888,1432.56,6,6,1009.651241,20,20,,0,100
16,4,2023,9,,350,1.543332,1036.32,6,6,1009.651241,21,21,,0,100
16,4,2023,10,,320,2.057776,792.48,3,3,1009.651241,20,20,,0,100
16,4,2023,11,,290,2.057776,1219.2,6,6,1009.647648,22,20,,0,88.43
16,4,2023,12,,330,2.057776,822.96,8,8,1009.647648,22,21,,0,94.06
16,4,2023,13,,350,4.629996,914.4,8,8,1009.647648,22,21,,0,94.06
16,4,2023,14,,340,3.601108,1524,6,3,1009.651241,24,21,,0,83.32
16,4,2023,15,,350,3.601108,1524,6,6,1009.654835,25,20,,0,73.78
16,4,2023,16,,340,4.115552,1524,6,6,1009.658428,26,22,,0,78.62
16,4,2023,17,,350,5.14444,1402.08,6,6,1009.662022,26,21,,0,73.95
16,4,2023,18,,350,5.658884,1066.8,3,3,1009.665616,26,21,,0,73.95
16,4,2023,19,,350,5.658884,1066.8,6,6,1009.669209,25,21,,0,78.48
16,4,2023,20,,360,5.14444,1524,6,6,1009.669209,25,21,,0,78.48
16,4,2023,21,,350,4.629996,1615.44,6,6,1009.671605,24,21,,0,83.32
16,4,2023,22,,360,4.629996,1828.8,6,6,1009.671605,24,22,,0,88.59
16,4,2023,23,,350,4.115552,1219.2,6,6,1009.669209,24,22,,0,88.59
17,4,2023,0,,10,3.601108,1524,6,6,1009.669209,24,22,,0,88.59
17,4,2023,1,,360,3.086664,518.16,8,8,1009.671605,23,23,,0,100
17,4,2023,2,,300,3.85833,822.96,8,8,1009.671605,22,22,,0,100
17,4,2023,3,,290,3.601108,731.52,8,8,1009.671605,22,22,,0,100
17,4,2023,4,,290,2.057776,1524,8,6,1009.675199,22,22,,0,100
17,4,2023,5,,260,2.57222,335.28,6,6,1009.678792,22,22,,0,100
17,4,2023,6,,340,2.057776,2011.68,3,3,1009.682386,22,22,,0,100
17,4,2023,7,,350,6.173328,,,,1009.689573,22,22,,0,100
17,4,2023,8,,320,5.14444,,,,1009.689573,22,22,,0,100
17,4,2023,9,,330,4.629996,,,,1009.689573,23,23,,0,100
17,4,2023,10,,340,4.629996,,,,1009.689573,23,22,,0,94.1
17,4,2023,11,,250,1.543332,,,,1009.68598,23,22,,0,94.1
17,4,2023,12,,210,2.57222,,,,1009.68598,24,22,,0,88.59
17,4,2023,13,,130,4.115552,1219.2,1,1,1009.68598,26,22,,0,78.62
17,4,2023,14,,140,4.629996,822.96,1,1,1009.68598,26,21,,0,73.95
17,4,2023,15,,140,5.14444,822.96,1,1,1009.689573,26,21,,0,73.95
17,4,2023,16,,140,4.115552,914.4,1,1,1009.689573,26,22,,0,78.62
17,4,2023,17,,140,4.629996,914.4,3,3,1009.696761,26,21,,0,73.95
17,4,2023,18,,150,5.658884,914.4,3,3,1009.696761,25,22,,0,83.44
17,4,2023,19,,155,5.658884,914.4,6,6,1009.696761,23.5,21,,0,85.915
17,4,2023,20,,160,4.629996,1066.8,6,6,1009.693167,21.66666667,21.66666667,,0,100
17,4,2023,21,,130,5.14444,1066.8,6,6,1009.696761,21,21,,0,100
17,4,2023,22,,160,4.115552,914.4,6,6,1009.693167,21,21,,0,100
17,4,2023,23,,150,4.629996,914.4,6,6,1009.689573,21,20,,0,94.01
18,4,2023,0,,160,2.057776,914.4,6,6,1009.68598,20,20,,0,100
18,4,2023,1,,180,3.601108,1219.2,6,6,1009.68598,20,19,,0,93.97
18,4,2023,2,,150,2.57222,914.4,6,6,1009.689573,19,19,,0,100
18,4,2023,3,,170,3.086664,1066.8,6,6,1009.689573,20,18,,0,88.26
18,4,2023,4,,190,3.601108,1219.2,6,6,1009.689573,19,18,,0,93.92
18,4,2023,5,,200,3.086664,1219.2,6,6,1009.689573,20,19,,0,93.97
18,4,2023,6,,230,1.543332,1219.2,6,6,1009.693167,19,19,,0,100
18,4,2023,7,,250,1.543332,1524,6,6,1009.693167,19,19,,0,100
18,4,2023,8,,270,0.514444,1524,6,6,1009.693167,19,19,,0,100
18,4,2023,9,,320,2.057776,1524,6,3,1009.693167,20,19,,0,93.97
18,4,2023,10,,260,2.057776,1524,6,3,1009.689573,19,19,,0,100
18,4,2023,11,,210,1.543332,1524,6,6,1009.689573,20,20,,0,100
18,4,2023,12,,200,3.85833,1524,6,4.5,1009.68598,20.5,19,,0,91.155
18,4,2023,13,,200,3.601108,1524,6,6,1009.689573,20,20,,0,100
18,4,2023,14,,30,1.543332,1219.2,6,6,1009.68598,20,20,,0,100
18,4,2023,15,,210,1.543332,1219.2,6,6,1009.693167,21,20,,0,94.01
18,4,2023,16,,220,1.543332,1828.8,6,6,1009.696761,21,20,,0,94.01
18,4,2023,17,,110,2.57222,914.4,6,6,1009.700354,23,19,,0,78.19
18,4,2023,18,,130,4.115552,1524,6,6,1009.700354,23,19,,0,78.19
18,4,2023,19,,140,3.601108,1463.04,6,6,1009.700354,22,18,,0,78.04
18,4,2023,20,,170,3.086664,1524,6,6,1009.696761,22,19,,0,83.09
18,4,2023,21,,200,1.543332,1493.52,6,6,1009.696761,21,19,,0,88.34
18,4,2023,22,,200,2.057776,1219.2,6,6,1009.696761,21,19,,0,88.34
18,4,2023,23,,200,2.057776,1432.56,6,6,1009.693167,21,20,,0,94.01
19,4,2023,0,,190,2.057776,1493.52,8,8,1009.693167,21,19,,0,88.34
19,4,2023,1,,220,1.543332,1493.52,8,8,1009.693167,20,19,,0,93.97
19,4,2023,2,,220,2.057776,1493.52,8,8,1009.696761,20,19,,0,93.97
19,4,2023,3,,220,2.057776,1493.52,8,8,1009.693167,20,19,,0,93.97
19,4,2023,4,,240,1.028888,1493.52,8,8,1009.693167,20,18,,0,88.26
19,4,2023,5,,270,2.057776,1493.52,8,8,1009.693167,19,19,,0,100
19,4,2023,6,,20,0.514444,1493.52,8,8,1009.693167,19,19,,0,100
19,4,2023,7,,300,1.543332,1493.52,8,8,1009.696761,19,19,,0,100
19,4,2023,8,,290,4.115552,1493.52,8,8,1009.696761,18,18,,0,100
19,4,2023,9,,280,3.601108,1493.52,8,8,1009.693167,18,16,,0,88.09
19,4,2023,10,,290,3.086664,,,,1009.693167,18,14,,0,77.45
19,4,2023,11,,290,4.115552,,,,1009.68598,19,12,,0,63.82
19,4,2023,12,,280,5.658884,609.6,1,1,1009.682386,21,12,,0,56.38
19,4,2023,13,,310,6.687772,609.6,1,1,1009.682386,22,12,,0,53.03
19,4,2023,14,,305,7.71666,762,1,1,1009.684183,23.5,11.5,,0,46.935
19,4,2023,15,,295,13.375544,762,1,1,1009.689573,24,11,,0,44.06
19,4,2023,16,,290,15.43332,762,3,3,1009.689573,24,9,,0,38.46
19,4,2023,17,,270,9.774436,914.4,3,3,1009.693167,25,8,,0,33.85
19,4,2023,18,,270,5.658884,3048,3,3,1009.693167,24,9,,0,38.46
19,4,2023,19,,280,8.231104,2743.2,6,6,1009.693167,24,8,,0,35.94
19,4,2023,20,,270,7.71666,2438.4,6,6,1009.68598,23,8,,0,38.18
19,4,2023,21,,280,6.173328,2438.4,6,6,1009.682386,22,8,,0,40.57
19,4,2023,22,,270,5.14444,2438.4,3,3,1009.682386,21,7,,0,40.29
19,4,2023,23,,250,2.57222,914.4,1,1,1009.678792,19,8,,0,48.83
20,4,2023,0,,270,3.601108,2438.4,6,3,1009.671605,20,10,,0,52.51
20,4,2023,1,,240,2.057776,2438.4,6,3,1009.671605,17,11,,0,67.75
20,4,2023,2,,260,2.57222,3048,6,6,1009.669209,16,11,,0,72.2
20,4,2023,3,,260,2.057776,3048,6,6,1009.669209,15,11,,0,76.98
20,4,2023,4,,300,3.086664,3048,3,3,1009.669209,16,11,,0,72.2
20,4,2023,5,,250,1.543332,3048,3,3,1009.669209,13,12,,0,93.65
20,4,2023,6,,260,1.543332,3048,3,3,1009.669209,14,12,,0,87.74
20,4,2023,7,,260,3.086664,3048,3,3,1009.669209,15,12,,0,82.25
20,4,2023,8,,20,0.514444,,,,1009.669209,15,11,,0,76.98
20,4,2023,9,,200,1.543332,,,,1009.665616,12,11,,0,93.6
20,4,2023,10,,260,2.057776,,,,1009.658428,14,10,,0,76.82
20,4,2023,11,,290,3.086664,,,,1009.654835,16,9,,0,63.15
20,4,2023,12,,290,2.057776,,,,1009.651241,17,9,,0,59.26
20,4,2023,13,,310,3.086664,,,,1009.651241,18,8,,0,51.98
20,4,2023,14,,310,2.57222,,,,1009.651241,21,9,,0,46.16
20,4,2023,15,,190,2.57222,,,,1009.647648,22,9,,0,43.42
20,4,2023,16,,210,2.57222,,,,1009.651241,22,9,,0,43.42
20,4,2023,17,,120,2.57222,,,,1009.651241,24,11,,0,43.97
20,4,2023,18,,120,4.115552,,,,1009.651241,23,11,,0,46.71
20,4,2023,19,,130,4.629996,,,,1009.651241,23,12,,0,49.9
20,4,2023,20,,150,4.115552,,,,1009.651241,22,12,,0,53.03
20,4,2023,21,,180,4.115552,,,,1009.647648,20,12,,0,59.97
20,4,2023,22,,190,3.601108,,,,1009.644054,19,13,,0,68.15
20,4,2023,23,,190,4.115552,,,,1009.640461,19,14,,0,72.74
21,4,2023,0,,200,3.086664,,,,1009.636867,18,13,,0,72.56
21,4,2023,1,,200,2.057776,,,,1009.636867,17,13,,0,77.29
21,4,2023,2,,240,2.057776,,,,1009.633274,17,14,,0,82.5
21,4,2023,3,,270,3.086664,,,,1009.636867,17,14,,0,82.5
21,4,2023,4,,270,3.601108,,,,1009.636867,17,14,,0,82.5
21,4,2023,5,,290,3.086664,,,,1009.636867,16,13,,0,82.37
21,4,2023,6,,300,3.086664,,,,1009.636867,15,14,,0,93.74
21,4,2023,7,,270,2.057776,,,,1009.640461,16,13,,0,82.37
21,4,2023,8,,300,4.115552,,,,1009.640461,16,13,,0,82.37
21,4,2023,9,,280,2.57222,,,,1009.640461,15,13,,0,87.83
21,4,2023,10,,290,4.115552,3048,3,3,1009.636867,15,13,,0,87.83
21,4,2023,11,,290,3.601108,2133.6,6,6,1009.636867,16,14,,0,87.92
21,4,2023,12,,290,3.086664,2133.6,8,8,1009.633274,17,14,,0,82.5
21,4,2023,13,,300,2.057776,2133.6,8,8,1009.62968,18,14,,0,77.45
21,4,2023,14,,310,2.057776,2438.4,8,8,1009.62968,20,14,,0,68.35
21,4,2023,15,,,1.543332,2743.2,6,6,1009.633274,22,16,,0,68.75
21,4,2023,16,,220,1.028888,2743.2,8,6,1009.633274,23,16,,0,64.69
21,4,2023,17,,140,3.601108,2133.6,8,6,1009.636867,23,16,,0,64.69
21,4,2023,18,,120,3.601108,2133.6,8,6,1009.636867,23,16,,0,64.69
21,4,2023,19,,130,3.086664,2133.6,8,6,1009.640461,22,16,,0,68.75
21,4,2023,20,,130,2.57222,2133.6,8,6,1009.636867,22,17,,0,73.27
21,4,2023,21,,180,1.543332,2133.6,8,8,1009.636867,21,18,,0,82.98
21,4,2023,22,,220,2.057776,2133.6,8,8,1009.636867,20,18,,0,88.26
21,4,2023,23,,190,1.543332,2133.6,8,8,1009.636867,21,18,,0,82.98
22,4,2023,0,,80,1.543332,2133.6,8,8,1009.636867,20,19,,0,93.97
22,4,2023,1,,180,1.543332,2133.6,6,6,1009.636867,20,18,,0,88.26
22,4,2023,2,,,1.028888,2133.6,8,8,1009.636867,19,19,,0,100
22,4,2023,3,,270,2.057776,2133.6,8,8,1009.636867,19,18,,0,93.92
22,4,2023,4,,310,2.057776,2133.6,8,8,1009.636867,19,19,,0,100
22,4,2023,5,,320,1.543332,2133.6,8,8,1009.640461,19,19,,0,100
22,4,2023,6,,250,2.057776,2133.6,8,8,1009.636867,19,19,,0,100
22,4,2023,7,,,1.028888,2133.6,6,6,1009.640461,19,19,,0,100
22,4,2023,8,,,1.028888,2194.56,6,6,1009.640461,19,19,,0,100
22,4,2023,9,,360,3.086664,2225.04,6,6,1009.636867,19,19,,0,100
22,4,2023,10,,320,2.57222,1828.8,6,6,1009.633274,19,19,,0,100
22,4,2023,11,,280,3.086664,1524,6,6,1009.633274,20,20,,0,100
22,4,2023,12,,290,2.57222,1524,6,6,1009.62968,20,20,,0,100
22,4,2023,13,,300,3.601108,914.4,3,3,1009.633274,22,19,,0,83.09
22,4,2023,14,,310,3.086664,914.4,3,3,1009.633274,23,19,,0,78.19
22,4,2023,15,,320,3.601108,1066.8,3,3,1009.636867,25,18,,0,65.12
22,4,2023,16,,330,4.115552,1066.8,6,6,1009.636867,25,17,,0,61.13
22,4,2023,17,,340,4.629996,1066.8,6,6,1009.640461,25,19,,0,69.33
22,4,2023,18,,340,4.115552,1219.2,1,1,1009.640461,26,18,,0,61.36
22,4,2023,19,,330,4.629996,1219.2,1,1,1009.640461,25,18,,0,65.12
22,4,2023,20,,60,4.115552,1219.2,1,1,1009.640461,25,18,,0,65.12
22,4,2023,21,,70,3.086664,,,,1009.640461,23,18,,0,73.44
22,4,2023,22,,80,2.057776,,,,1009.636867,22,18,,0,78.04
22,4,2023,23,,290,1.028888,,,,1009.636867,21,19,,0,88.34
23,4,2023,0,,0,0,,,,1009.636867,20,19,,0,93.97
23,4,2023,1,,60,0.514444,,,,1009.633274,19,19,,0,100
23,4,2023,2,,250,1.543332,,,,1009.633274,19,19,,0,100
23,4,2023,3,,320,1.028888,,,,1009.633274,20,20,,0,100
23,4,2023,4,,290,2.57222,,,,1009.633274,20,20,,0,100
23,4,2023,5,,280,2.57222,,,,1009.633274,20,19,,0,93.97
23,4,2023,6,,320,2.057776,,,,1009.636867,19,19,,0,100
23,4,2023,7,,310,2.57222,,,,1009.636867,19,19,,0,100
23,4,2023,8,,260,1.028888,,,,1009.636867,19,19,,0,100
23,4,2023,9,,280,1.028888,,,,1009.636867,18,18,,0,100
23,4,2023,10,,270,0.514444,,,,1009.633274,18,18,,0,100
23,4,2023,11,,180,0.514444,2438.4,3,3,1009.62968,19,19,,0,100
23,4,2023,12,,300,1.543332,2743.2,3,3,1009.62968,22,21,,0,94.06
23,4,2023,13,,,1.543332,2743.2,3,3,1009.62968,23,20,,0,83.21
23,4,2023,14,,130,4.629996,2834.64,3,3,1009.62968,24,20,,0,78.34
23,4,2023,15,,130,4.115552,2834.64,3,3,1009.633274,24,19,,0,73.61
23,4,2023,16,,110,5.916106,1691.64,7,3.5,1009.633274,23.5,20.5,,0,83.92
23,4,2023,17,,120,5.658884,2438.4,6,6,1009.633274,21,21,,0,100
23,4,2023,18,,130,2.57222,2133.6,6,6,1009.636867,23,22,,0,94.1
23,4,2023,19,,140,2.57222,2133.6,6,6,1009.636867,23,21,,0,88.51
23,4,2023,20,,160,2.057776,2133.6,6,6,1009.633274,23,21,,0,88.51
23,4,2023,21,,155,2.57222,2133.6,6,6,1009.633274,21,21,,0,100
23,4,2023,22,,230,1.714813333,2133.6,7.333333333,6,1009.633274,20.33333333,20.33333333,,0,100
23,4,2023,23,,230,3.086664,2133.6,8,6,1009.62968,20,20,,0,100
24,4,2023,0,,60,2.57222,609.6,6,6,1009.62968,21,21,,0,100
24,4,2023,1,,60,5.658884,457.2,6,6,1009.62968,20,20,,0,100
24,4,2023,2,,60,2.57222,609.6,6,6,1009.62968,20,20,,0,100
24,4,2023,3,,205,1.800554,533.4,7,7,1009.62968,19.5,19.5,,0,100
24,4,2023,4,,220,3.086664,457.2,8,8,1009.62968,20,20,,0,100
24,4,2023,5,,50,1.028888,457.2,8,8,1009.62968,20,20,,0,100
24,4,2023,6,,100,4.115552,2133.6,6,6,1009.62968,20,20,,0,100
24,4,2023,7,,,1.028888,609.6,6,6,1009.633274,19,19,,0,100
24,4,2023,8,,250,2.57222,2438.4,6,6,1009.633274,19,19,,0,100
24,4,2023,9,,240,2.057776,2133.6,6,6,1009.633274,19,19,,0,100
24,4,2023,10,,,0.514444,2133.6,6,6,1009.633274,19,19,,0,100
24,4,2023,11,,270,2.057776,1524,3,3,1009.62968,20,20,,0,100
24,4,2023,12,,,0.514444,762,1,1,1009.62968,22,21,,0,94.06
24,4,2023,13,,290,2.057776,975.36,1,1,1009.626086,22,20,,0,88.43
24,4,2023,14,,260,2.057776,1005.84,3,3,1009.62968,23,20,,0,83.21
24,4,2023,15,,,1.543332,1219.2,3,3,1009.62968,24,22,,0,88.59
24,4,2023,16,,,1.543332,1219.2,3,3,1009.633274,25,22,,0,83.44
24,4,2023,17,,290,2.057776,2621.28,3,1,1009.633274,24,22,,0,88.59
24,4,2023,18,,320,2.57222,2621.28,6,6,1009.633274,22,21,,0,94.06
24,4,2023,19,,190,1.543332,2621.28,6,6,1009.636867,23,22,,0,94.1
24,4,2023,20,,20,1.543332,2621.28,6,6,1009.636867,24,21,,0,83.32
24,4,2023,21,,50,1.028888,2621.28,6,6,1009.636867,23,21,,0,88.51
24,4,2023,22,,240,1.543332,2621.28,6,6,1009.633274,22,22,,0,100
24,4,2023,23,,0,0,2621.28,6,6,1009.633274,21,21,,0,100
25,4,2023,0,,0,0,2621.28,3,3,1009.633274,20,20,,0,100
25,4,2023,1,,80,0.514444,2133.6,3,3,1009.633274,20,20,,0,100
25,4,2023,2,,,0.514444,457.2,3,3,1009.633274,20,20,,0,100
25,4,2023,3,,210,1.028888,609.6,3,3,1009.633274,19,19,,0,100
25,4,2023,4,,,1.028888,609.6,3,3,1009.633274,19,19,,0,100
25,4,2023,5,,280,1.543332,609.6,1,1,1009.636867,19,19,,0,100
25,4,2023,6,,10,1.028888,518.16,6,6,1009.636867,19,19,,0,100
25,4,2023,7,,330,2.057776,,,,1009.640461,20,20,,0,100
25,4,2023,8,,310,2.57222,640.08,1,1,1009.640461,19,19,,0,100
25,4,2023,9,,340,1.028888,609.6,3,3,1009.640461,19,19,,0,100
25,4,2023,10,,330,2.057776,365.76,1,1,1009.636867,19,19,,0,100
25,4,2023,11,,290,3.601108,2743.2,6,6,1009.636867,20,20,,0,100
25,4,2023,12,,350,2.057776,2743.2,3,3,1009.636867,22,20,,0,88.43
25,4,2023,13,,10,1.543332,609.6,1,1,1009.636867,24,20,,0,78.34
25,4,2023,14,,360,2.57222,1066.8,1,1,1009.636867,25,19,,0,69.33
25,4,2023,15,,330,3.601108,1066.8,3,3,1009.640461,26,19,,0,65.33
25,4,2023,16,,350,3.601108,1066.8,3,3,1009.644054,25,19,,0,69.33
25,4,2023,17,,360,2.57222,822.96,3,3,1009.647648,25,19,,0,69.33
25,4,2023,18,,10,3.601108,914.4,1,1,1009.647648,27,18,,0,57.84
25,4,2023,19,,10,4.629996,1005.84,1,1,1009.647648,27,18,,0,57.84
25,4,2023,20,,360,4.115552,1036.32,1,1,1009.651241,25,18,,0,65.12
25,4,2023,21,,110,2.057776,1066.8,1,1,1009.647648,22,20,,0,88.43
25,4,2023,22,,,1.028888,975.36,1,1,1009.651241,21,20,,0,94.01
25,4,2023,23,,,1.028888,853.44,1,1,1009.647648,21,20,,0,94.01
26,4,2023,0,,,0.514444,792.48,1,1,1009.647648,20,20,,0,100
26,4,2023,1,,310,1.028888,914.4,3,3,1009.647648,20,20,,0,100
26,4,2023,2,,290,1.028888,914.4,3,3,1009.647648,20,20,,0,100
26,4,2023,3,,310,2.57222,914.4,3,3,1009.651241,21,21,,0,100
26,4,2023,4,,280,2.57222,914.4,3,3,1009.651241,21,21,,0,100
26,4,2023,5,,310,1.543332,914.4,3,3,1009.654835,21,21,,0,100
26,4,2023,6,,320,3.086664,914.4,3,3,1009.658428,20,20,,0,100
26,4,2023,7,,320,2.57222,914.4,3,3,1009.658428,21,21,,0,100
26,4,2023,8,,320,3.086664,914.4,3,3,1009.662022,21,21,,0,100
26,4,2023,9,,350,2.057776,2438.4,3,3,1009.662022,21,21,,0,100
26,4,2023,10,,360,3.086664,2438.4,6,6,1009.662022,21,21,,0,100
26,4,2023,11,,330,3.086664,2438.4,6,3,1009.658428,21,21,,0,100
26,4,2023,12,,330,4.115552,2743.2,3,3,1009.658428,22,21,,0,94.06
26,4,2023,13,,330,2.57222,3048,6,6,1009.658428,22,21,,0,94.06
26,4,2023,14,,340,3.601108,3048,6,6,1009.658428,23,20,,0,83.21
26,4,2023,15,,360,5.14444,3048,6,6,1009.662022,24,20,,0,78.34
26,4,2023,16,,350,6.687772,3048,3,3,1009.665616,25,20,,0,73.78
26,4,2023,17,,350,6.173328,975.36,1,1,1009.671605,26,20,,0,69.52
26,4,2023,18,,360,4.629996,975.36,1,1,1009.671605,27,21,,0,69.71
26,4,2023,19,,360,4.629996,,,,1009.671605,27,20,,0,65.54
26,4,2023,20,,350,4.115552,,,,1009.671605,25,21,,0,78.48
26,4,2023,21,,270,2.57222,,,,1009.669209,24,22,,0,88.59
26,4,2023,22,,150,1.543332,,,,1009.669209,22,22,,0,100
26,4,2023,23,,190,0.514444,,,,1009.669209,21,21,,0,100
27,4,2023,0,,200,1.543332,,,,1009.669209,20,20,,0,100
27,4,2023,1,,120,1.543332,,,,1009.665616,20,20,,0,100
27,4,2023,2,,0,0,,,,1009.665616,20,20,,0,100
27,4,2023,3,,,1.028888,,,,1009.665616,19,19,,0,100
27,4,2023,4,,,1.028888,,,,1009.669209,20,20,,0,100
27,4,2023,5,,,0.514444,,,,1009.669209,20,20,,0,100
27,4,2023,6,,270,2.057776,,,,1009.669209,20,20,,0,100
27,4,2023,7,,270,2.057776,,,,1009.669209,20,20,,0,100
27,4,2023,8,,150,1.028888,,,,1009.669209,19,19,,0,100
27,4,2023,9,,,1.028888,,,,1009.669209,19,19,,0,100
27,4,2023,10,,,1.028888,,,,1009.665616,19,19,,0,100
27,4,2023,11,,270,2.57222,,,,1009.665616,21,19,,0,88.34
27,4,2023,12,,300,1.543332,,,,1009.662022,22,18,,0,78.04
27,4,2023,13,,330,2.057776,,,,1009.662022,24,18,,0,69.14
27,4,2023,14,,80,1.028888,,,,1009.662022,25,17,,0,61.13
27,4,2023,15,,110,1.028888,,,,1009.665616,26,18,,0,61.36
27,4,2023,16,,130,4.115552,914.4,3,3,1009.665616,24,18,,0,69.14
27,4,2023,17,,110,5.14444,914.4,3,3,1009.665616,24,18,,0,69.14
27,4,2023,18,,140,4.629996,,,,1009.665616,24,18,,0,69.14
27,4,2023,19,,150,4.629996,1524,1,1,1009.665616,24,19,,0,73.61
27,4,2023,20,,140,4.115552,,,,1009.662022,24,19,,0,73.61
27,4,2023,21,,110,2.57222,,,,1009.662022,22,18,,0,78.04
