,,26,0S,,50.0W,,UA_ID:,999,99  SF,_ID:,66666,OS_ID:,,VER,SION: 2,1112,CCVR_S,ub TEMP_,Sub,,,,,,,
23,6,1,152,1,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,1,0.5,999,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,2,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,245,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,3,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,268,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,4,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,2.1,267,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,5,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1.5,285,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,6,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.6,283,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,7,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1,302,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,8,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.52,2.1,253,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,9,34.6,0.116,0.575,0.005,197,95,-4.1,0.0778,0.73,0.28,1,222,14,287.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,6,1,152,10,86.8,0.143,1.009,0.005,427,130,-3,0.131,0.73,0.21,1,236,14,287.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,6,1,152,11,120.9,0.243,1.276,0.005,620,288,-10.7,0.131,0.73,0.19,2.1,263,14,289.1,2,0,0,100,1010,1,NAD-SFC,NoSubs
23,6,1,152,12,-999,-9,-9,-9,623,-999,-99999,0.1909,0.73,0.18,1,999,14,292.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,1,152,13,-999,-9,-9,-9,625,-999,-99999,0.469,0.73,0.18,1,26,14,294.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,6,1,152,14,-999,-9,-9,-9,627,-999,-99999,0.0778,0.73,0.19,0.5,190,14,296.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,1,152,15,-999,-9,-9,-9,627,-999,-99999,0.151,0.73,0.2,2.6,105,14,296.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,1,152,16,-999,-9,-9,-9,627,-999,-99999,0.151,0.73,0.23,3.6,101,14,296.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,1,152,17,-999,-9,-9,-9,629,-999,-99999,0.151,0.73,0.35,3.1,98,14,297.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,1,152,18,-25.8,0.243,-9,-9,-999,287,50,0.151,0.73,0.74,3.6,131,14,297.1,2,0,0,74,1010,1,NAD-SFC,NoSubs
23,6,1,152,19,-38,0.354,-9,-9,-999,506,105.5,0.151,0.73,1,4.6,118,14,295.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,6,1,152,20,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,3.6,117,14,294.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,1,152,21,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,2.6,120,14,293.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,1,152,22,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,1.5,126,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,23,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1,244,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,1,152,24,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,1,0,0,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,1,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1.5,291,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,2,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,268,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,3,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1,300,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,4,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.1,312,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,5,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,1,155,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,6,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,0.5,300,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,7,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1,293,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,8,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,0.52,1,999,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,9,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.28,1.5,309,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,10,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.21,1.5,261,14,286.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,11,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,0.19,1,999,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,2,153,12,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.18,2.1,300,14,291.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,2,153,13,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.18,2.1,338,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,2,153,14,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.19,2.1,331,14,296.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,2,153,15,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.2,2.6,336,14,297.1,2,0,0,47,1010,99,NAD-SFC,NoSubs
23,6,2,153,16,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.23,3.6,352,14,298.1,2,0,0,41,1010,99,NAD-SFC,NoSubs
23,6,2,153,17,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.35,3.6,347,14,299.1,2,0,0,42,1010,99,NAD-SFC,NoSubs
23,6,2,153,18,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.74,3.6,334,14,299.1,2,0,0,48,1010,99,NAD-SFC,NoSubs
23,6,2,153,19,-999,-9,-9,-9,-999,-999,-99999,0.469,0.73,1,3.6,13,14,299.1,2,0,0,42,1010,99,NAD-SFC,NoSubs
23,6,2,153,20,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,2.6,334,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,2,153,21,-999,-9,-9,-9,-999,-999,-99999,0.469,0.73,1,3.6,5,14,295.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,2,153,22,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,3.6,351,14,294.1,2,0,0,60,1010,99,NAD-SFC,NoSubs
23,6,2,153,23,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1.5,285,14,290.1,2,0,0,82,1010,99,NAD-SFC,NoSubs
23,6,2,153,24,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,1,1,999,14,290.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,3,154,1,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,238,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,2,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.1,287,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,3,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.6,283,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,4,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,3.6,342,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,5,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,3.1,345,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,6,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.6,314,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,7,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,4.6,303,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,3,154,8,-32.1,0.421,-9,-9,-999,656,209.6,0.1544,0.73,0.52,5.1,313,14,290.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,6,3,154,9,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.29,5.7,325,14,291.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,3,154,10,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.21,5.1,309,14,290.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,3,154,11,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.19,6.2,321,14,292.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,3,154,12,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.18,5.1,309,14,293.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,3,154,13,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.18,4.6,308,14,295.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,3,154,14,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.19,7.2,305,14,297.1,2,0,0,61,1010,99,NAD-SFC,NoSubs
23,6,3,154,15,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.2,7.7,315,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,3,154,16,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.23,6.2,345,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,3,154,17,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.35,6.2,346,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,3,154,18,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.74,6.7,351,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,3,154,19,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,5.7,358,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,3,154,20,-999,-9,-9,-9,-999,-999,-99999,0.469,0.73,1,5.7,9,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,3,154,21,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,5.7,356,14,295.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,3,154,22,-999,-9,-9,-9,-999,-999,-99999,0.469,0.73,1,4.6,5,14,294.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,6,3,154,23,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,4.1,328,14,294.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,3,154,24,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,4.6,317,14,293.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,4,155,1,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.1,289,14,291.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,4,155,2,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1,259,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,3,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1.5,306,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,4,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,2.1,277,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,5,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1.5,270,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,6,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,2.6,249,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,7,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,2.1,256,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,8,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.53,2.6,260,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,9,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.29,1.5,247,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,10,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.21,1,226,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,11,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.19,1,239,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,4,155,12,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.18,2.1,259,14,291.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,4,155,13,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.18,2.1,310,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,4,155,14,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.19,1.5,325,14,295.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,4,155,15,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.2,1.5,292,14,297.1,2,0,0,54,1010,99,NAD-SFC,NoSubs
23,6,4,155,16,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.23,1.5,319,14,299.1,2,0,0,48,1010,99,NAD-SFC,NoSubs
23,6,4,155,17,-999,-9,-9,-9,-999,-999,-99999,0.0778,0.73,0.35,1,202,14,300.1,2,0,0,39,1010,99,NAD-SFC,NoSubs
23,6,4,155,18,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,0.74,5.1,113,14,297.1,2,0,0,61,1010,99,NAD-SFC,NoSubs
23,6,4,155,19,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,5.1,107,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,4,155,20,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,4.6,100,14,295.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,6,4,155,21,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,4.1,99,14,292.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,4,155,22,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,1.5,125,14,293.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,4,155,23,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1,252,14,291.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,4,155,24,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,245,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,1,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,2.1,259,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,2,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,1,179,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,3,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1,298,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,4,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,0.5,177,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,5,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,1,284,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,6,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,268,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,7,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,1,315,14,288.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,8,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.53,0.5,282,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,9,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,0.29,1.5,228,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,10,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.22,1.5,284,14,287.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,11,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,0.19,1,999,14,289.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,5,156,12,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.18,2.1,287,14,292.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,5,156,13,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,0.18,1.5,125,14,294.1,2,0,0,73,1010,99,NAD-SFC,NoSubs
23,6,5,156,14,-999,-9,-9,-9,-999,-999,-99999,0.0778,0.73,0.19,4.1,195,14,296.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,5,156,15,-999,-9,-9,-9,-999,-999,-99999,0.0778,0.73,0.2,3.6,204,14,298.1,2,0,0,61,1010,99,NAD-SFC,NoSubs
23,6,5,156,16,68.1,0.209,-9,-9,-999,229,-12,0.0778,0.73,0.23,2.1,215,14,298.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,6,5,156,17,15.5,0.291,-9,-9,-999,378,-144.1,0.151,0.73,0.35,3.1,131,14,298.1,2,0,0,69,1010,1,NAD-SFC,NoSubs
23,6,5,156,18,-38.8,0.379,-9,-9,-999,559,126.1,0.1891,0.73,0.75,4.6,155,14,296.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,6,5,156,19,-50.4,0.492,-9,-9,-999,828,212.7,0.1891,0.73,1,5.7,149,14,296.1,2,0,0,78,1010,3,NAD-SFC,NoSubs
23,6,5,156,20,-50.8,0.492,-9,-9,-999,828,211,0.1891,0.73,1,5.7,139,14,294.1,2,0,0,88,1010,3,NAD-SFC,NoSubs
23,6,5,156,21,-42,0.407,-9,-9,-999,629,144.4,0.151,0.73,1,5.1,129,14,294.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,6,5,156,22,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,4.1,159,14,294.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,5,156,23,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,3.6,143,14,293.1,2,0,0,78,1010,99,NAD-SFC,NoSubs
23,6,5,156,24,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,5.1,150,14,293.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,6,157,1,-34.6,0.32,-9,-9,-999,434,85.1,0.1891,0.73,1,4.1,145,14,292.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,6,6,157,2,-3.7,0.07,-9,-9,-999,167,8.3,0.1891,0.73,1,1.5,149,14,292.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,6,6,157,3,-6.7,0.098,-9,-9,-999,75,12.5,0.1891,0.73,1,2.1,169,14,292.1,2,0,0,88,1010,6,NAD-SFC,NoSubs
23,6,6,157,4,-13,0.176,-9,-9,-999,177,37.6,0.0778,0.73,1,3.1,180,14,292.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,6,6,157,5,-1.4,0.047,-9,-9,-999,47,6.6,0.1909,0.73,1,1,999,14,292.1,2,0,0,88,1010,8,NAD-SFC,NoSubs
23,6,6,157,6,-1.5,0.047,-9,-9,-999,24,6,0.1909,0.73,1,1,999,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,6,157,7,-6.2,0.093,-9,-9,-999,68,11.7,0.1544,0.73,1,2.1,276,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,6,157,8,-0.3,0.023,-9,-9,-999,14,3.9,0.1909,0.73,0.53,0.5,999,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,6,157,9,35.9,0.139,0.663,0.005,292,124,-6.7,0.1909,0.73,0.29,1,999,14,292.1,2,0,0,94,1010,6,NAD-SFC,NoSubs
23,6,6,157,10,78.4,0.128,1.045,0.005,524,110,-2.4,0.0778,0.73,0.22,1,207,14,291.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,6,157,11,110.3,0.159,1.311,0.005,737,152,-3.3,0.1909,0.73,0.19,1,999,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,6,157,12,142.6,0.255,1.548,0.006,939,309,-10.5,0.1544,0.73,0.18,2.1,278,14,293.1,2,0,0,94,1010,3,NAD-SFC,NoSubs
23,6,6,157,13,147.9,0.204,1.654,0.005,1104,222,-5.2,0.1544,0.73,0.18,1.5,281,14,294.1,2,0,0,83,1010,3,NAD-SFC,NoSubs
23,6,6,157,14,137.8,0.164,1.68,0.005,1241,159,-2.9,0.1909,0.73,0.19,1,999,14,296.1,2,0,0,73,1010,3,NAD-SFC,NoSubs
23,6,6,157,15,108.7,0.365,1.562,0.005,1266,528,-40.2,0.2492,0.73,0.2,3.1,336,14,296.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,6,6,157,16,66.9,0.488,1.334,0.005,1279,817,-156.2,0.2492,0.73,0.23,4.6,328,14,296.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,6,6,157,17,14.8,0.572,0.808,0.005,1282,1038,-1140.3,0.2492,0.73,0.35,5.7,350,14,297.1,2,0,0,61,1010,1,NAD-SFC,NoSubs
23,6,6,157,18,-64,0.635,-9,-9,-999,1211,359.6,0.2492,0.73,0.75,6.7,356,14,297.1,2,0,0,65,1010,1,NAD-SFC,NoSubs
23,6,6,157,19,-64,0.7,-9,-9,-999,1404,483.4,0.469,0.73,1,6.2,3,14,296.1,2,0,0,73,1010,1,NAD-SFC,NoSubs
23,6,6,157,20,-49.5,0.462,-9,-9,-999,814,179,0.2492,0.73,1,5.1,358,14,295.1,2,0,0,78,1010,1,NAD-SFC,NoSubs
23,6,6,157,21,-45.7,0.425,-9,-9,-999,668,151.2,0.469,0.73,1,4.1,15,14,294.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,6,6,157,22,-29.7,0.276,-9,-9,-999,364,63.7,0.469,0.73,1,3.1,24,14,294.1,2,0,0,83,1010,1,NAD-SFC,NoSubs
23,6,6,157,23,-4.1,0.074,-9,-9,-999,121,9,0.2492,0.73,1,1.5,360,14,293.1,2,0,0,94,1010,1,NAD-SFC,NoSubs
23,6,6,157,24,-1.7,0.05,-9,-9,-999,31,6.6,0.2492,0.73,1,1,319,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,7,158,1,-6.2,0.093,-9,-9,-999,68,11.7,0.1544,0.73,1,2.1,289,14,292.1,2,0,0,100,1010,6,NAD-SFC,NoSubs
23,6,7,158,2,-25.7,0.247,-9,-9,-999,294,52.8,0.1544,0.73,1,3.6,308,14,292.1,2,0,0,100,1010,3,NAD-SFC,NoSubs
23,6,7,158,3,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,1,4.1,309,14,292.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,4,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,4.1,323,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,5,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,4.1,335,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,6,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,4.1,344,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,7,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,1,5.7,319,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,7,158,8,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.54,4.6,318,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,9,-999,-9,-9,-9,-999,-999,-99999,0.1544,0.73,0.29,5.7,313,14,291.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,7,158,10,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.22,4.6,324,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,11,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.19,4.1,327,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,7,158,12,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.18,5.7,345,14,293.1,2,0,0,88,1010,99,NAD-SFC,NoSubs
23,6,7,158,13,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.18,5.1,326,14,294.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,7,158,14,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.19,4.6,336,14,296.1,2,0,0,69,1010,99,NAD-SFC,NoSubs
23,6,7,158,15,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.2,5.1,353,14,297.1,2,0,0,61,1010,99,NAD-SFC,NoSubs
23,6,7,158,16,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.23,6.2,353,14,298.1,2,0,0,57,1010,99,NAD-SFC,NoSubs
23,6,7,158,17,-999,-9,-9,-9,-999,-999,-99999,0.469,0.73,0.35,4.1,2,14,299.1,2,0,0,54,1010,99,NAD-SFC,NoSubs
23,6,7,158,18,-999,-9,-9,-9,-999,-999,-99999,0.2492,0.73,0.75,2.1,339,14,300.1,2,0,0,51,1010,99,NAD-SFC,NoSubs
23,6,7,158,19,-999,-9,-9,-9,-999,-999,-99999,0.1891,0.73,1,4.1,143,14,298.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,7,158,20,-999,-9,-9,-9,-999,-999,-99999,0.151,0.73,1,2.6,116,14,297.1,2,0,0,65,1010,99,NAD-SFC,NoSubs
23,6,7,158,21,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,1,1,999,14,294.1,2,0,0,83,1010,99,NAD-SFC,NoSubs
23,6,7,158,22,-999,-9,-9,-9,-999,-999,-99999,0.1909,0.73,1,1,999,14,292.1,2,0,0,94,1010,99,NAD-SFC,NoSubs
23,6,7,158,23,-999,-9,-9,-9,-999,-999,-99999,0.0778,0.73,1,1,201,14,291.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
23,6,7,158,24,-999,-9,-9,-9,-999,-999,-99999,0.131,0.73,1,1.5,245,14,290.1,2,0,0,100,1010,99,NAD-SFC,NoSubs
